Ataques,Year,Epoca,Month,Estacion,Country,Sex,Type,Activity,Injury,Mortal
1410,2004,1980-Actualidad,10,Otoño,REUNION,M,Unprovoked,Surfing,Bitten,N
1411,2004,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,No injury,N
1412,2004,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,No injury,N
1413,2004,1980-Actualidad,9,Verano,AUSTRALIA,UNKNOWN,Boat,Fishing,No injury,N
1414,2004,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Bitten,N
1415,2004,1980-Actualidad,9,Verano,USA,M,Invalid,Surfing,Varios,N
1416,2004,1980-Actualidad,9,Verano,BRAZIL,UNKNOWN,Unprovoked,Swimming,Mortal,Y
1417,2004,1980-Actualidad,9,Verano,USA,F,Unprovoked,Jumping,Bitten,N
1418,2004,1980-Actualidad,8,Verano,USA,F,Unprovoked,Walking,Bitten,N
1419,2004,1980-Actualidad,8,Verano,BRAZIL,M,Unprovoked,Bathing,Bitten,N
1420,2004,1980-Actualidad,8,Verano,USA,M,Unprovoked,Surfing,Bitten,N
1421,2004,1980-Actualidad,8,Verano,USA,M,Unprovoked,Diving,Mortal,Y
1422,2004,1980-Actualidad,8,Verano,USA,M,Unprovoked,Swimming,Bitten,N
1423,2004,1980-Actualidad,8,Verano,AUSTRALIA,M,Unprovoked,Fishing,Varios,N
1424,2004,1980-Actualidad,8,Verano,SOUTH AFRICA,UNKNOWN,Boat,Fishing,No injury,N
1425,2004,1980-Actualidad,7,Verano,USA,F,Unprovoked,Surfing,Bitten,N
1426,2004,1980-Actualidad,7,Verano,RUSSIA,M,Unprovoked,Fishing,Bitten,N
1427,2004,1980-Actualidad,7,Verano,USA,F,Unprovoked,Surfing,Bitten,N
1428,2004,1980-Actualidad,7,Verano,USA,F,Unprovoked,Swimming,Laceraciones,N
1429,2004,1980-Actualidad,7,Verano,USA,F,Unprovoked,Swimming,Bitten,N
1430,2004,1980-Actualidad,7,Verano,USA,M,Unprovoked,Fishing,Varios,N
1431,2004,1980-Actualidad,7,Verano,AUSTRALIA,UNKNOWN,Boat,Fishing,No injury,N
1432,2004,1980-Actualidad,7,Verano,JAPAN,M,Unprovoked,Fishing,Varios,N
1433,2004,1980-Actualidad,7,Verano,AUSTRALIA,M,Unprovoked,Surfing,Bitten,Y
1434,2004,1980-Actualidad,7,Verano,EGYPT,F,Unprovoked,Bathing,Varios,N
1435,2004,1980-Actualidad,7,Verano,USA,M,Unprovoked,Bathing,Laceraciones,N
1436,2004,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Surfing,No injury,N
1437,2004,1980-Actualidad,6,Primavera,AUSTRALIA,M,Invalid,Fishing,No injury,N
1438,2004,1980-Actualidad,6,Primavera,USA,F,Unprovoked,Diving,Bitten,N
1439,2004,1980-Actualidad,6,Primavera,AUSTRALIA,M,Unprovoked,Surfing,Laceraciones,N
1440,2004,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Swimming,Laceraciones,N
1441,2004,1980-Actualidad,6,Primavera,SOUTH AFRICA,M,Unprovoked,"Swimming, poaching perlemoen",Mortal,Y
1442,2004,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Bathing,Varios,N
1443,2004,1980-Actualidad,5,Primavera,BRAZIL,M,Unprovoked,Swimming,Bitten,N
1444,2004,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Surfing,No injury,N
1445,2004,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Boogie-boarding / swimming,Laceraciones,N
1446,2004,1980-Actualidad,5,Primavera,USA,M,Invalid,Swimming,Varios,N
1447,2004,1980-Actualidad,5,Primavera,USA,F,Unprovoked,Sin datos,Bitten,N
1448,2004,1980-Actualidad,5,Primavera,BRAZIL,F,Unprovoked,Bathing,Bitten,N
1449,2004,1980-Actualidad,5,Primavera,BAHAMAS,M,Provoked,Fishing,Bitten,N
1450,2004,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Surfing,No injury,N
1451,2004,1980-Actualidad,5,Primavera,BRAZIL,M,Unprovoked,Swimming,Mortal,Y
1452,2004,1980-Actualidad,4,Primavera,AUSTRALIA,M,Unprovoked,Diving,Varios,N
1453,2004,1980-Actualidad,4,Primavera,NEW ZEALAND,UNKNOWN,Boat,Fishing,No injury,N
1454,2004,1980-Actualidad,4,Primavera,TONGA,M,Unprovoked,Fishing,Varios,Y
1455,2004,1980-Actualidad,4,Primavera,TONGA,M,Invalid,Fishing,Bitten,Y
1456,2004,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Surfing,Mortal,Y
1457,2004,1980-Actualidad,4,Primavera,SOUTH AFRICA,M,Unprovoked,Surfing,Laceraciones,N
1458,2004,1980-Actualidad,4,Primavera,USA,F,Invalid,Surfing,Varios,Y
1459,2004,1980-Actualidad,3,Invierno,USA,M,Unprovoked,Sin datos,Bitten,N
1460,2004,1980-Actualidad,3,Invierno,USA,M,Unprovoked,Surfing,Varios,N
1461,2004,1980-Actualidad,3,Invierno,BRAZIL,M,Unprovoked,Surfing,Bitten,N
1462,2004,1980-Actualidad,3,Invierno,USA,M,Unprovoked,Surfing,Bitten,N
1463,2004,1980-Actualidad,3,Invierno,REUNION,M,Unprovoked,Surfing,Bitten,N
1464,2004,1980-Actualidad,3,Invierno,USA,M,Unprovoked,Swimming,Varios,N
1465,2004,1980-Actualidad,3,Invierno,USA,F,Unprovoked,Bathing,Laceraciones,N
1466,2004,1980-Actualidad,3,Invierno,NEW ZEALAND,M,Unprovoked,Fishing,No injury,N
1467,2004,1980-Actualidad,3,Invierno,USA,M,Unprovoked,Surfing,No injury,N
1468,2004,1980-Actualidad,3,Invierno,AUSTRALIA,M,Unprovoked,Fishing,Bitten,N
1469,2004,1980-Actualidad,2,Invierno,BRAZIL,M,Unprovoked,Swimming,Bitten,Y
1470,2004,1980-Actualidad,2,Invierno,NEW ZEALAND,M,Unprovoked,Surfing,Laceraciones,N
1471,2004,1980-Actualidad,2,Invierno,AUSTRALIA,M,Unprovoked,Swimming,Laceraciones,N
1472,2004,1980-Actualidad,2,Invierno,AUSTRALIA,M,Invalid,Fishing,Varios,N
1473,2004,1980-Actualidad,2,Invierno,EGYPT,M,Unprovoked,Bathing,Mortal,Y
1474,2004,1980-Actualidad,2,Invierno,AUSTRALIA,M,Unprovoked,Bathing,Bitten,N
1475,2004,1980-Actualidad,1,Invierno,AUSTRALIA,M,Unprovoked,Diving,Bitten,N
1476,2004,1980-Actualidad,1,Invierno,URUGUAY,M,Unprovoked,Surfing,Varios,N
1477,2004,1980-Actualidad,1,Invierno,NEW ZEALAND,M,Invalid,Boogie boarding,No injury,N
1478,2004,1980-Actualidad,1,Invierno,VENEZUELA,M,Unprovoked,Swimming,Bitten,N
1479,2004,1980-Actualidad,1,Invierno,VENEZUELA,M,Unprovoked,Fishing,Bitten,N
1480,2004,1980-Actualidad,1,Invierno,SOUTH AFRICA,M,Boat,Surfing,No injury,N
1481,2004,1980-Actualidad,1,Invierno,AUSTRALIA,M,Unprovoked,Diving,No injury,N
1482,2004,1980-Actualidad,1,Invierno,SOUTH AFRICA,M,Unprovoked,Surfing,Laceraciones,N
1483,2004,1980-Actualidad,1,Invierno,NEW ZEALAND,M,Invalid,Fishing,No injury,N
1484,2004,1980-Actualidad,1,Invierno,EGYPT,UNKNOWN,Sea Disaster,Air disaster. Flash Airlines Boeing 737 crashed into the Red Sea,Varios,Y
1485,2004,1980-Actualidad,0,Sin datos,AUSTRALIA,M,Unprovoked,Surfing,Varios,N
1486,2003,1980-Actualidad,12,Otoño,SOUTH AFRICA,UNKNOWN,Boat,Sin datos,No injury,N
1487,2003,1980-Actualidad,12,Otoño,USA,M,Invalid,Swimming,Laceraciones,N
1488,2003,1980-Actualidad,12,Otoño,USA,M,Unprovoked,Swimming,Bitten,N
1489,2003,1980-Actualidad,12,Otoño,NEW ZEALAND,M,Unprovoked,Swimming / shipwreck,Mortal,Y
1490,2003,1980-Actualidad,12,Otoño,AUSTRALIA,M,Unprovoked,Surfing,Varios,N
1491,2003,1980-Actualidad,11,Otoño,AUSTRALIA,M,Unprovoked,Swimming,Varios,N
1492,2003,1980-Actualidad,11,Otoño,AUSTRALIA,M,Unprovoked,Swimming,Bitten,N
1493,2003,1980-Actualidad,11,Otoño,SOUTH AFRICA,M,Unprovoked,Fishing,Mortal,Y
1494,2003,1980-Actualidad,11,Otoño,USA,F,Unprovoked,Surfing,Varios,N
1495,2003,1980-Actualidad,11,Otoño,INDIA,M,Unprovoked,Surfing,Laceraciones,N
1496,2003,1980-Actualidad,11,Otoño,USA,M,Unprovoked,Surfing,Laceraciones,N
1497,2003,1980-Actualidad,11,Otoño,EGYPT,M,Unprovoked,Bathing,Varios,N
1498,2003,1980-Actualidad,11,Otoño,SOUTH AFRICA,UNKNOWN,Unprovoked,Surfing,No injury,N
1499,2003,1980-Actualidad,11,Otoño,AUSTRALIA,M,Unprovoked,Bathing,Varios,N
1500,2003,1980-Actualidad,11,Otoño,PANAMA,M,Provoked,Fishing,Bitten,N
1501,2003,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,Bitten,N
1502,2003,1980-Actualidad,10,Otoño,AUSTRALIA,M,Unprovoked,Surfing,Laceraciones,N
1503,2003,1980-Actualidad,10,Otoño,USA,F,Unprovoked,Surfing,Varios,N
1504,2003,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,Varios,N
1505,2003,1980-Actualidad,10,Otoño,USA,M,Invalid,Bathing,Laceraciones,N
1506,2003,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,Bitten,N
1507,2003,1980-Actualidad,10,Otoño,USA,M,Invalid,Swimming to shore from boat or kayak,Varios,Y
1508,2003,1980-Actualidad,10,Otoño,USA,F,Unprovoked,Surfing,Varios,N
1509,2003,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,Varios,N
1510,2003,1980-Actualidad,10,Otoño,USA,M,Provoked,Surfing,Bitten,N
1511,2003,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Sitting on surfboard,Bitten,N
1512,2003,1980-Actualidad,10,Otoño,USA,F,Unprovoked,Fishing,Varios,N
1513,2003,1980-Actualidad,9,Verano,FIJI,M,Unprovoked,Bathing to shore from his boat,Bitten,Y
1514,2003,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Laceraciones,N
1515,2003,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Bitten,N
1516,2003,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Laceraciones,N
1517,2003,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Varios,N
1518,2003,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Varios,N
1519,2003,1980-Actualidad,9,Verano,SOUTH AFRICA,UNKNOWN,Boat,Fishing,No injury,N
1520,2003,1980-Actualidad,9,Verano,USA,F,Invalid,Swimming,Varios,N
1521,2003,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Varios,N
1522,2003,1980-Actualidad,9,Verano,USA,M,Unprovoked,"Bathing, stepped on shark",Laceraciones,N
1523,2003,1980-Actualidad,9,Verano,SOUTH AFRICA,M,Unprovoked,Surfing,Bitten,Y
1524,2003,1980-Actualidad,9,Verano,USA,M,Unprovoked,Fishing,Varios,N
1525,2003,1980-Actualidad,8,Verano,USA,M,Provoked,Fishing,Varios,N
1526,2003,1980-Actualidad,8,Verano,USA,F,Unprovoked,"Swimming, wearing black wetsuit & swim fins",Bitten,Y
1527,2003,1980-Actualidad,8,Verano,USA,M,Invalid,Swimming,Laceraciones,N
1528,2003,1980-Actualidad,8,Verano,SOUTH AFRICA,M,Unprovoked,Sitting on surfboard,No injury,N
1529,2003,1980-Actualidad,7,Verano,AUSTRALIA,M,Unprovoked,Surfing,No injury,N
1530,2003,1980-Actualidad,7,Verano,USA,M,Unprovoked,Surfing,Varios,N
1531,2003,1980-Actualidad,7,Verano,USA,F,Unprovoked,Bathing,Varios,N
1532,2003,1980-Actualidad,7,Verano,BAHAMAS,M,Unprovoked,Fishing,Bitten,N
1533,2003,1980-Actualidad,7,Verano,USA,M,Provoked,"Walking, carrying surfboard & stepped on shark",Varios,N
1534,2003,1980-Actualidad,7,Verano,USA,M,Unprovoked,Surfing,Bitten,N
1535,2003,1980-Actualidad,7,Verano,BAHAMAS,M,Unprovoked,Fishing,Bitten,N
1536,2003,1980-Actualidad,7,Verano,USA,M,Unprovoked,Fishing,Varios,N
1537,2003,1980-Actualidad,7,Verano,FRENCH POLYNESIA,M,Unprovoked,Fishing,Bitten,N
1538,2003,1980-Actualidad,7,Verano,NEW ZEALAND,M,Unprovoked,Bathing,Bitten,N
1539,2003,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Surfing,Laceraciones,N
1540,2003,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Surfing,Laceraciones,N
1541,2003,1980-Actualidad,6,Primavera,BRAZIL,M,Unprovoked,Sin datos,Mortal,Y
1542,2003,1980-Actualidad,6,Primavera,USA,F,Unprovoked,Bathing,Varios,N
1543,2003,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Swimming with pod of dolphins,Bitten,N
1544,2003,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Swimming,Bitten,N
1545,2003,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Surfing,Bitten,N
1546,2003,1980-Actualidad,6,Primavera,USA,UNKNOWN,Unprovoked,Surfing,Varios,N
1547,2003,1980-Actualidad,6,Primavera,USA,F,Invalid,Swimming,Laceraciones,N
1548,2003,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Surfing,Laceraciones,N
1549,2003,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Bathing,Bitten,N
1550,2003,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Swimming,Bitten,N
1551,2003,1980-Actualidad,5,Primavera,USA,M,Provoked,Surfing,Varios,N
1552,2003,1980-Actualidad,5,Primavera,USA,F,Unprovoked,Walking,Varios,N
1553,2003,1980-Actualidad,5,Primavera,PHILIPPINES,UNKNOWN,Unprovoked,Sin datos,Varios,N
1554,2003,1980-Actualidad,4,Primavera,BRAZIL,M,Provoked,Killing  sharks,Varios,N
1555,2003,1980-Actualidad,4,Primavera,BRAZIL,M,Unprovoked,Swimming ,Varios,N
1556,2003,1980-Actualidad,4,Primavera,BRAZIL,M,Unprovoked,Surfing,Laceraciones,N
1557,2003,1980-Actualidad,4,Primavera,BRAZIL,M,Unprovoked,Swimming,Laceraciones,N
1558,2003,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Surfing,Bitten,N
1559,2003,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Surfing,Varios,N
1560,2003,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Surfing,Bitten,N
1561,2003,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Surfing,Varios,N
1562,2003,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Surfing,Bitten,N
1563,2003,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Jumping,Bitten,N
1564,2003,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Surfing,Varios,N
1565,2003,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Swimming (using a float),Laceraciones,N
1566,2003,1980-Actualidad,4,Primavera,VENEZUELA,M,Unprovoked,Surfing,Bitten,N
1567,2003,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Surfing,Laceraciones,N
1568,2003,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Surfing,Bitten,N
1569,2003,1980-Actualidad,3,Invierno,USA,F,Provoked,Petting captive sharks,Varios,N
1570,2003,1980-Actualidad,2,Invierno,NEW ZEALAND,M,Unprovoked,Diving,Laceraciones,N
1571,2003,1980-Actualidad,2,Invierno,AUSTRALIA,M,Unprovoked,Bathing,Laceraciones,N
1572,2003,1980-Actualidad,2,Invierno,USA,M,Unprovoked,Swimming,Bitten,N
1573,2003,1980-Actualidad,2,Invierno,AUSTRALIA,M,Unprovoked,Swimming,Varios,N
1574,2003,1980-Actualidad,2,Invierno,AUSTRALIA,M,Unprovoked,Swimming,Mortal,Y
1575,2003,1980-Actualidad,1,Invierno,SOUTH AFRICA,M,Invalid,Unknown,Bitten,Y
1576,2003,1980-Actualidad,1,Invierno,COSTA RICA,M,Unprovoked,Surfing,Laceraciones,N
1577,2003,1980-Actualidad,1,Invierno,AUSTRALIA,F,Unprovoked,Surfing,No injury,N
1578,2002,1980-Actualidad,12,Otoño,AUSTRALIA,F,Unprovoked,Bathing,Laceraciones,N
1579,2002,1980-Actualidad,12,Otoño,SOUTH AFRICA,M,Unprovoked,Bathing,Laceraciones,N
1580,2002,1980-Actualidad,12,Otoño,AUSTRALIA,M,Unprovoked,Diving,Bitten,N
1581,2002,1980-Actualidad,12,Otoño,AUSTRALIA,M,Invalid,Swimming,Laceraciones,N
1582,2002,1980-Actualidad,12,Otoño,AUSTRALIA,M,Unprovoked,Swimming,Mortal,Y
1583,2002,1980-Actualidad,12,Otoño,BRAZIL,M,Unprovoked,Surfing,Mortal,Y
1584,2002,1980-Actualidad,11,Otoño,MICRONESIA,M,Unprovoked,Diving,Minor injury,N
1585,2002,1980-Actualidad,11,Otoño,USA,M,Unprovoked,Surfing,Laceraciones,N
1586,2002,1980-Actualidad,11,Otoño,USA,F,Unprovoked,Swimming,Bitten,N
1587,2002,1980-Actualidad,11,Otoño,TURKS & CAICOS,F,Unprovoked,Bathing,Bitten,N
1588,2002,1980-Actualidad,11,Otoño,USA,M,Unprovoked,Surfing,Varios,N
1589,2002,1980-Actualidad,11,Otoño,USA,M,Unprovoked,Boogie boarding,Varios,N
1590,2002,1980-Actualidad,11,Otoño,FRENCH POLYNESIA,M,Unprovoked,"Fishing, standing in 2' of water",Varios,N
1591,2002,1980-Actualidad,10,Otoño,USA,F,Unprovoked,Swimming,Bitten,N
1592,2002,1980-Actualidad,10,Otoño,BRAZIL,M,Unprovoked,Swimming,Mortal,Y
1593,2002,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,Bitten,N
1594,2002,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,Varios,N
1595,2002,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,Laceraciones,N
1596,2002,1980-Actualidad,10,Otoño,USA,M,Unprovoked,Surfing,Laceraciones,N
1597,2002,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Laceraciones,N
1598,2002,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Bitten,N
1599,2002,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,No injury,N
1600,2002,1980-Actualidad,9,Verano,USA,M,Provoked,Fishing,Laceraciones,N
1601,2002,1980-Actualidad,9,Verano,TONGA,M,Provoked,Swimming,Laceraciones,N
1602,2002,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Laceraciones,N
1603,2002,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,No injury,N
1604,2002,1980-Actualidad,9,Verano,BRAZIL,M,Unprovoked,Swimming,Bitten,N
1605,2002,1980-Actualidad,9,Verano,USA,UNKNOWN,Unprovoked,Surfing,No injury,N
1606,2002,1980-Actualidad,9,Verano,SOUTH AFRICA,M,Unprovoked,Surfing,No injury,N
1607,2002,1980-Actualidad,9,Verano,USA,M,Unprovoked,Boogie boarding,Varios,N
1608,2002,1980-Actualidad,9,Verano,USA,M,Provoked,"Bathing, when he stepped on the shark",Varios,N
1609,2002,1980-Actualidad,8,Verano,USA,M,Unprovoked,Surfing,Laceraciones,N
1610,2002,1980-Actualidad,8,Verano,USA,F,Unprovoked,Swimming,Bitten,N
1611,2002,1980-Actualidad,8,Verano,USA,M,Unprovoked,Surfing,Bitten,N
1612,2002,1980-Actualidad,8,Verano,USA,M,Unprovoked,Surfing,Laceraciones,N
1613,2002,1980-Actualidad,8,Verano,USA,M,Unprovoked,Bathing,Laceraciones,N
1614,2002,1980-Actualidad,8,Verano,UNITED KINGDOM,M,Provoked,Diving,Bitten,N
1615,2002,1980-Actualidad,8,Verano,USA,M,Unprovoked,Bathing,Laceraciones,N
1616,2002,1980-Actualidad,7,Verano,USA,M,Unprovoked,Surfing,Bitten,N
1617,2002,1980-Actualidad,7,Verano,USA,F,Unprovoked,Swimming,Bitten,N
1618,2002,1980-Actualidad,7,Verano,USA,M,Provoked,Surfing,Varios,N
1619,2002,1980-Actualidad,7,Verano,USA,M,Provoked,Shark Fishing,Varios,Y
1620,2002,1980-Actualidad,7,Verano,BRAZIL,M,Unprovoked,Surfing,Varios,N
1621,2002,1980-Actualidad,7,Verano,USA,F,Unprovoked,Bathing,Bitten,N
1622,2002,1980-Actualidad,6,Primavera,AUSTRALIA,M,Unprovoked,Surfing,Varios,N
1623,2002,1980-Actualidad,6,Primavera,USA,F,Unprovoked,Swimming,Varios,N
1624,2002,1980-Actualidad,6,Primavera,INDONESIA,UNKNOWN,Invalid,Sin datos,Varios,Y
1625,2002,1980-Actualidad,6,Primavera,PAPUA NEW GUINEA,UNKNOWN,Unprovoked,Sin datos,Laceraciones,N
1626,2002,1980-Actualidad,6,Primavera,PAPUA NEW GUINEA,UNKNOWN,Unprovoked,Attempting to retreive a dinghy,Mortal,Y
1627,2002,1980-Actualidad,6,Primavera,USA,UNKNOWN,Unprovoked,Sitting on surfboard,No injury,N
1628,2002,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Surfing,Laceraciones,N
1629,2002,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Surfing,Varios,N
1630,2002,1980-Actualidad,6,Primavera,USA,M,Unprovoked,Swimming,Laceraciones,N
1631,2002,1980-Actualidad,6,Primavera,SOUTH AFRICA,M,Unprovoked,Bathing (filming the sardine run),Bitten,N
1632,2002,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Surfing,Varios,N
1633,2002,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Floating on a raft,Varios,N
1634,2002,1980-Actualidad,5,Primavera,USA,M,Provoked,"Fishing, removing the shark from his line",Bitten,N
1635,2002,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Playing in the surf with his 2 dogs,Varios,N
1636,2002,1980-Actualidad,5,Primavera,COSTA RICA,M,Unprovoked,Surfing,Varios,N
1637,2002,1980-Actualidad,5,Primavera,PAPUA NEW GUINEA,M,Unprovoked,Collecting beche-de-mer,Laceraciones,N
1638,2002,1980-Actualidad,5,Primavera,USA,M,Unprovoked,Fishing,Varios,N
1639,2002,1980-Actualidad,5,Primavera,BRAZIL,M,Unprovoked,Surfing,Varios,N
1640,2002,1980-Actualidad,5,Primavera,AUSTRALIA,M,Provoked,Fishing,Varios,N
1641,2002,1980-Actualidad,4,Primavera,AUSTRALIA,M,Unprovoked,Diving,Bitten,Y
1642,2002,1980-Actualidad,4,Primavera,AUSTRALIA,M,Invalid,Fishing,Varios,Y
1643,2002,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Surfing,Bitten,N
1644,2002,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Surfing,Bitten,N
1645,2002,1980-Actualidad,4,Primavera,AUSTRALIA,M,Unprovoked,Swimming,Bitten,N
1646,2002,1980-Actualidad,4,Primavera,BAHAMAS,M,Unprovoked,Bathing,Bitten,N
1647,2002,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Bathing,Varios,N
1648,2002,1980-Actualidad,4,Primavera,USA,M,Unprovoked,Swimming / Bathing,Bitten,N
1649,2002,1980-Actualidad,3,Invierno,USA,M,Unprovoked,Body-boarding,Varios,N
1650,2002,1980-Actualidad,3,Invierno,USA,F,Unprovoked,Bathing,Bitten,N
1651,2002,1980-Actualidad,3,Invierno,BRAZIL,M,Unprovoked,Swimming,Mortal,Y
1652,2002,1980-Actualidad,3,Invierno,USA,M,Unprovoked,Swimming /  boogie boarding,Varios,N
1653,2002,1980-Actualidad,3,Invierno,USA,M,Unprovoked,Bathing,Bitten,N
1654,2002,1980-Actualidad,3,Invierno,USA,M,Unprovoked,Surfing,Varios,N
1655,2002,1980-Actualidad,3,Invierno,NEW CALEDONIA,M,Invalid,Fishing,Mortal,Y
1656,2002,1980-Actualidad,2,Invierno,TURKS & CAICOS,M,Unprovoked,Fishing,Mortal,Y
1657,2002,1980-Actualidad,2,Invierno,AUSTRALIA,M,Unprovoked,Surfing,Bitten,N
1658,2002,1980-Actualidad,2,Invierno,FIJI,M,Unprovoked,Sin datos,Laceraciones,Y
1659,2002,1980-Actualidad,2,Invierno,AUSTRALIA,M,Unprovoked,Kayaking,Bitten,N
1660,2002,1980-Actualidad,1,Invierno,AUSTRALIA,M,Unprovoked,Surfing,Varios,N
1661,2002,1980-Actualidad,1,Invierno,AUSTRALIA,M,Unprovoked,Swimming,Varios,N
1662,2002,1980-Actualidad,1,Invierno,SOUTH AFRICA,M,Unprovoked,Fishing,Bitten,N
1663,2002,1980-Actualidad,1,Invierno,BRAZIL,UNKNOWN,Unprovoked,Swimming,Mortal,Y
1664,2002,1980-Actualidad,1,Invierno,SOUTH AFRICA,M,Unprovoked,Surfing,Bitten,N
1665,2002,1980-Actualidad,1,Invierno,USA,M,Unprovoked,Bathing,Laceraciones,N
1666,2001,1980-Actualidad,12,Otoño,AUSTRALIA,M,Invalid,Surfing,No injury,N
1667,2001,1980-Actualidad,11,Otoño,AUSTRALIA,M,Unprovoked,Surfing,Varios,N
1668,2001,1980-Actualidad,11,Otoño,USA,UNKNOWN,Unprovoked,Surfing,No injury,N
1669,2001,1980-Actualidad,11,Otoño,AUSTRALIA,M,Invalid,Surfing,No injury,N
1670,2001,1980-Actualidad,10,Otoño,SOUTH AFRICA,M,Unprovoked,Kite-Boarding,No injury,N
1671,2001,1980-Actualidad,10,Otoño,AUSTRALIA,F,Unprovoked,Bathing,Laceraciones,N
1672,2001,1980-Actualidad,9,Verano,MEXICO,M,Unprovoked,Surfing,Varios,N
1673,2001,1980-Actualidad,9,Verano,AUSTRALIA,M,Boat,Sin datos,No injury,N
1674,2001,1980-Actualidad,9,Verano,USA,M,Provoked,Surfing,Varios,N
1675,2001,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Varios,N
1676,2001,1980-Actualidad,9,Verano,USA,M,Invalid,Diving,Mortal,Y
1677,2001,1980-Actualidad,9,Verano,USA,M,Unprovoked,Boogie boarding,Varios,N
1678,2001,1980-Actualidad,9,Verano,USA,M,Unprovoked,Surfing,Bitten,N
1679,2001,1980-Actualidad,9,Verano,UNITED KINGDOM,M,Provoked,Diving,Bitten,N
1680,2001,1980-Actualidad,9,Verano,USA,M,Provoked,Fishing,Laceraciones,N
1681,2001,1980-Actualidad,9,Verano,USA,M,Unprovoked,Walking in shallows,Minor injury,N
1682,2001,1980-Actualidad,9,Verano,USA,F,Invalid,Swimming,Varios,N
1683,2001,1980-Actualidad,9,Verano,USA,M,Unprovoked,Swimming ,Mortal,Y
1684,2001,1980-Actualidad,9,Verano,USA,F,Unprovoked,Swimming,Varios,N
1685,2001,1980-Actualidad,9,Verano,USA,M,Unprovoked,Bathing,Laceraciones,N
1686,2001,1980-Actualidad,9,Verano,USA,M,Unprovoked,Swimming ,Bitten,Y
1687,2001,1980-Actualidad,8,Verano,BAHAMAS,M,Unprovoked,Fishing,Laceraciones,N
1688,2001,1980-Actualidad,8,Verano,USA,F,Unprovoked,Bathing,Varios,N
1689,2001,1980-Actualidad,8,Verano,USA,M,Unprovoked,Bathing,Laceraciones,N
1690,2001,1980-Actualidad,8,Verano,USA,M,Unprovoked,Boogie Boarding,Bitten,N
1691,2001,1980-Actualidad,8,Verano,USA,M,Unprovoked,Boogie Boarding,Bitten,N
1692,2001,1980-Actualidad,8,Verano,USA,M,Unprovoked,Surfing,Laceraciones,N
